online_order,book_table,votes,location,approx_cost(for two people),listed_in(type),listed_in(city),cuisines_counts,rest_type_counts,Target
Yes,No,4,BTM,250.0,Delivery,Jayanagar,1,1,0
Yes,Yes,49,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,16,BTM,300.0,Delivery,Jayanagar,3,1,0
Yes,Yes,363,Jayanagar,600.0,Delivery,Jayanagar,4,1,1
Yes,No,36,other,250.0,Delivery,Jayanagar,1,1,1
Yes,No,32,Bannerghatta Road,800.0,Delivery,Jayanagar,3,1,0
Yes,No,104,Basavanagudi,150.0,Delivery,Jayanagar,1,1,1
No,No,21,Jayanagar,200.0,Delivery,Jayanagar,2,1,0
Yes,No,106,JP Nagar,350.0,Delivery,Jayanagar,3,1,1
No,No,147,Jayanagar,400.0,Delivery,Jayanagar,1,1,1
Yes,No,160,Jayanagar,800.0,Delivery,Jayanagar,1,1,1
Yes,No,2420,JP Nagar,800.0,Delivery,Jayanagar,1,1,1
No,No,32,Jayanagar,400.0,Delivery,Jayanagar,2,2,1
Yes,No,71,BTM,350.0,Delivery,Jayanagar,3,1,0
Yes,No,7,other,200.0,Delivery,Jayanagar,1,1,0
Yes,No,109,BTM,300.0,Delivery,Jayanagar,1,1,1
Yes,No,18,BTM,450.0,Delivery,Jayanagar,2,1,0
Yes,No,233,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
Yes,No,68,BTM,1000.0,Delivery,Jayanagar,3,1,1
Yes,No,130,Jayanagar,400.0,Delivery,Jayanagar,2,1,1
No,No,59,Jayanagar,550.0,Delivery,Jayanagar,2,2,0
Yes,No,10,BTM,250.0,Delivery,Jayanagar,2,1,0
Yes,No,306,Koramangala 7th Block,600.0,Delivery,Jayanagar,3,1,1
Yes,No,4,other,300.0,Delivery,Jayanagar,2,1,0
No,No,15,Jayanagar,200.0,Delivery,Jayanagar,1,1,0
Yes,No,10,Bannerghatta Road,600.0,Delivery,Jayanagar,2,1,0
Yes,No,72,Basavanagudi,300.0,Delivery,Jayanagar,3,1,0
Yes,No,57,Koramangala 7th Block,700.0,Delivery,Jayanagar,2,1,1
Yes,No,18,JP Nagar,200.0,Delivery,Jayanagar,1,1,0
Yes,Yes,109,Koramangala 5th Block,900.0,Delivery,Jayanagar,2,1,0
Yes,Yes,765,JP Nagar,600.0,Delivery,Jayanagar,1,1,1
No,No,118,Jayanagar,800.0,Delivery,Jayanagar,3,1,1
No,No,38,Jayanagar,300.0,Delivery,Jayanagar,2,1,1
Yes,No,329,Jayanagar,850.0,Delivery,Jayanagar,3,1,0
Yes,No,32,BTM,900.0,Delivery,Jayanagar,3,2,0
Yes,No,6,BTM,350.0,Delivery,Jayanagar,2,1,0
Yes,No,90,Jayanagar,100.0,Delivery,Jayanagar,1,1,1
Yes,No,11,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,58,Basavanagudi,400.0,Delivery,Jayanagar,2,1,0
Yes,No,590,JP Nagar,700.0,Delivery,Jayanagar,2,1,1
Yes,No,475,Koramangala 6th Block,600.0,Delivery,Jayanagar,1,1,1
Yes,No,7,Koramangala 5th Block,500.0,Delivery,Jayanagar,2,1,0
No,No,13,Jayanagar,100.0,Delivery,Jayanagar,1,1,0
No,No,9,Jayanagar,250.0,Delivery,Jayanagar,2,1,0
No,No,19,Jayanagar,400.0,Delivery,Jayanagar,4,1,0
Yes,No,51,Bannerghatta Road,300.0,Delivery,Jayanagar,1,1,0
Yes,No,181,JP Nagar,550.0,Delivery,Jayanagar,4,1,1
No,No,4,Jayanagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,195,BTM,400.0,Delivery,Jayanagar,1,1,0
Yes,No,224,Jayanagar,700.0,Delivery,Jayanagar,1,1,1
Yes,Yes,3151,Koramangala 5th Block,1500.0,Delivery,Jayanagar,5,2,1
Yes,Yes,3675,Koramangala 5th Block,1400.0,Delivery,Jayanagar,7,1,1
Yes,Yes,783,Banashankari,800.0,Delivery,Jayanagar,3,1,1
No,No,9,Jayanagar,500.0,Delivery,Jayanagar,4,1,0
No,Yes,152,Jayanagar,1350.0,Delivery,Jayanagar,2,1,1
Yes,No,12,BTM,250.0,Delivery,Jayanagar,2,1,0
Yes,No,17,JP Nagar,350.0,Delivery,Jayanagar,2,1,0
Yes,No,22,JP Nagar,400.0,Delivery,Jayanagar,2,1,0
Yes,Yes,432,Jayanagar,800.0,Delivery,Jayanagar,1,1,0
Yes,Yes,584,Jayanagar,1200.0,Delivery,Jayanagar,3,1,1
No,No,26,Jayanagar,300.0,Delivery,Jayanagar,1,1,0
No,No,4,Jayanagar,400.0,Delivery,Jayanagar,1,1,0
No,No,21,Jayanagar,650.0,Delivery,Jayanagar,3,1,0
No,No,27,Jayanagar,300.0,Delivery,Jayanagar,2,1,1
No,No,4,Jayanagar,250.0,Delivery,Jayanagar,1,1,0
No,Yes,176,Jayanagar,1350.0,Delivery,Jayanagar,2,1,1
Yes,No,9,JP Nagar,600.0,Delivery,Jayanagar,2,2,0
Yes,No,6,Koramangala 7th Block,200.0,Delivery,Jayanagar,3,1,0
No,No,4,Jayanagar,400.0,Delivery,Jayanagar,2,2,0
Yes,No,223,BTM,500.0,Delivery,Jayanagar,2,1,0
Yes,No,18,Basavanagudi,200.0,Delivery,Jayanagar,2,1,1
Yes,No,823,Koramangala 5th Block,550.0,Delivery,Jayanagar,2,1,1
Yes,No,35,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,19,BTM,200.0,Delivery,Jayanagar,2,1,0
Yes,No,61,BTM,650.0,Delivery,Jayanagar,1,1,0
Yes,No,12,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,48,BTM,700.0,Delivery,Jayanagar,2,1,0
No,No,13,Jayanagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,245,Basavanagudi,750.0,Delivery,Jayanagar,2,1,1
Yes,No,201,Koramangala 5th Block,800.0,Delivery,Jayanagar,4,1,1
Yes,No,117,BTM,600.0,Delivery,Jayanagar,2,1,1
Yes,No,24,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,146,JP Nagar,600.0,Delivery,Jayanagar,1,1,1
Yes,No,13,Residency Road,400.0,Delivery,Jayanagar,2,2,0
Yes,No,47,Koramangala 7th Block,300.0,Delivery,Jayanagar,2,1,0
Yes,No,200,JP Nagar,400.0,Delivery,Jayanagar,4,1,1
Yes,Yes,1853,Koramangala 6th Block,1100.0,Delivery,Jayanagar,1,1,1
Yes,Yes,2618,Koramangala 5th Block,1300.0,Delivery,Jayanagar,3,1,1
No,No,93,Jayanagar,900.0,Delivery,Jayanagar,2,1,0
Yes,No,684,Koramangala 5th Block,250.0,Delivery,Jayanagar,3,1,1
Yes,No,12,BTM,250.0,Delivery,Jayanagar,1,1,0
Yes,No,5,BTM,200.0,Delivery,Jayanagar,1,1,0
Yes,No,30,Jayanagar,400.0,Delivery,Jayanagar,1,1,1
Yes,No,37,Koramangala 7th Block,500.0,Delivery,Jayanagar,2,2,1
Yes,Yes,870,Jayanagar,900.0,Delivery,Jayanagar,2,1,1
Yes,No,1003,Koramangala 5th Block,700.0,Delivery,Jayanagar,4,1,1
Yes,No,117,JP Nagar,150.0,Delivery,Jayanagar,1,1,0
Yes,No,416,Jayanagar,700.0,Delivery,Jayanagar,4,1,1
Yes,Yes,2345,Jayanagar,1500.0,Delivery,Jayanagar,3,1,1
Yes,No,97,other,400.0,Delivery,Jayanagar,1,1,0
Yes,No,544,Basavanagudi,300.0,Delivery,Jayanagar,2,1,1
Yes,No,4,other,250.0,Delivery,Jayanagar,1,1,0
No,No,9,Jayanagar,100.0,Delivery,Jayanagar,1,1,0
Yes,Yes,633,Banashankari,800.0,Delivery,Jayanagar,2,1,1
Yes,Yes,3464,Koramangala 5th Block,1300.0,Delivery,Jayanagar,3,1,1
Yes,Yes,484,Koramangala 5th Block,700.0,Delivery,Jayanagar,4,1,1
Yes,Yes,815,Jayanagar,900.0,Delivery,Jayanagar,2,1,1
Yes,Yes,2027,Jayanagar,1000.0,Delivery,Jayanagar,2,1,1
Yes,No,22,other,350.0,Delivery,Jayanagar,1,1,0
No,No,7,Jayanagar,300.0,Delivery,Jayanagar,3,1,0
Yes,No,11,BTM,200.0,Delivery,Jayanagar,3,1,0
Yes,No,67,other,700.0,Delivery,Jayanagar,1,1,0
Yes,Yes,143,Jayanagar,1000.0,Delivery,Jayanagar,3,1,1
Yes,No,185,BTM,300.0,Delivery,Jayanagar,3,1,1
Yes,No,13,JP Nagar,500.0,Delivery,Jayanagar,3,1,0
Yes,No,384,Koramangala 7th Block,300.0,Delivery,Jayanagar,3,1,1
Yes,Yes,1245,Jayanagar,1000.0,Delivery,Jayanagar,2,1,1
Yes,No,51,Bannerghatta Road,400.0,Delivery,Jayanagar,2,1,0
Yes,No,119,Banashankari,400.0,Delivery,Jayanagar,2,1,0
Yes,No,162,JP Nagar,500.0,Delivery,Jayanagar,3,1,1
Yes,No,54,BTM,600.0,Delivery,Jayanagar,3,1,0
No,No,34,BTM,150.0,Delivery,Jayanagar,1,1,0
Yes,Yes,1028,Bannerghatta Road,1000.0,Delivery,Jayanagar,1,1,1
Yes,No,112,other,400.0,Delivery,Jayanagar,2,1,0
Yes,No,283,Jayanagar,800.0,Delivery,Jayanagar,3,1,1
Yes,No,22,Koramangala 5th Block,500.0,Delivery,Jayanagar,2,1,1
Yes,No,42,other,350.0,Delivery,Jayanagar,3,1,0
Yes,No,41,BTM,600.0,Delivery,Jayanagar,1,2,0
No,No,246,JP Nagar,450.0,Delivery,Jayanagar,3,1,0
Yes,Yes,562,JP Nagar,800.0,Delivery,Jayanagar,1,1,1
Yes,No,110,Koramangala 6th Block,400.0,Delivery,Jayanagar,2,2,1
No,No,135,Jayanagar,600.0,Delivery,Jayanagar,1,1,0
Yes,No,23,Jayanagar,400.0,Delivery,Jayanagar,1,1,0
Yes,No,140,BTM,600.0,Delivery,Jayanagar,4,1,0
Yes,No,62,Jayanagar,650.0,Delivery,Jayanagar,3,2,0
Yes,No,12,other,300.0,Delivery,Jayanagar,2,1,1
Yes,No,33,JP Nagar,600.0,Delivery,Jayanagar,2,1,1
Yes,No,141,Jayanagar,550.0,Delivery,Jayanagar,3,1,1
Yes,No,7,other,300.0,Delivery,Jayanagar,1,1,0
Yes,No,67,BTM,150.0,Delivery,Jayanagar,1,1,0
Yes,No,8,BTM,500.0,Delivery,Jayanagar,5,2,0
No,No,4,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,35,Jayanagar,250.0,Delivery,Jayanagar,2,1,0
No,No,359,JP Nagar,1200.0,Delivery,Jayanagar,2,1,1
Yes,No,219,Basavanagudi,600.0,Delivery,Jayanagar,2,1,1
No,Yes,1216,JP Nagar,1200.0,Delivery,Jayanagar,1,1,1
Yes,No,51,Koramangala 5th Block,300.0,Delivery,Jayanagar,2,1,0
Yes,No,34,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,33,JP Nagar,400.0,Delivery,Jayanagar,4,1,0
Yes,No,21,BTM,500.0,Delivery,Jayanagar,3,1,0
Yes,No,11,other,400.0,Delivery,Jayanagar,1,1,0
Yes,No,26,BTM,700.0,Delivery,Jayanagar,3,1,0
No,Yes,1079,JP Nagar,800.0,Delivery,Jayanagar,4,2,1
No,No,205,BTM,550.0,Delivery,Jayanagar,3,1,1
No,Yes,468,JP Nagar,700.0,Delivery,Jayanagar,4,1,1
Yes,No,217,JP Nagar,450.0,Delivery,Jayanagar,1,1,1
No,No,60,JP Nagar,400.0,Delivery,Jayanagar,2,1,0
No,No,203,JP Nagar,900.0,Delivery,Jayanagar,3,1,0
No,No,194,JP Nagar,500.0,Delivery,Jayanagar,3,1,1
No,No,7,JP Nagar,200.0,Delivery,Jayanagar,1,1,0
No,No,44,BTM,350.0,Delivery,Jayanagar,3,2,0
No,No,67,BTM,400.0,Delivery,Jayanagar,2,1,1
No,No,52,Banashankari,300.0,Delivery,Jayanagar,1,1,0
No,No,46,Basavanagudi,450.0,Delivery,Jayanagar,4,1,0
No,No,21,JP Nagar,300.0,Delivery,Jayanagar,1,1,0
No,No,39,JP Nagar,500.0,Delivery,Jayanagar,3,1,0
No,No,44,JP Nagar,1000.0,Delivery,Jayanagar,2,1,0
No,No,5,BTM,400.0,Delivery,Jayanagar,1,1,0
No,No,7,BTM,550.0,Delivery,Jayanagar,3,1,0
No,No,9,JP Nagar,500.0,Delivery,Jayanagar,4,1,0
No,No,4,JP Nagar,200.0,Delivery,Jayanagar,2,2,0
No,No,39,JP Nagar,500.0,Delivery,Jayanagar,3,2,0
No,No,5,JP Nagar,300.0,Delivery,Jayanagar,1,2,0
No,No,13,BTM,550.0,Delivery,Jayanagar,3,1,0
No,No,10,BTM,300.0,Delivery,Jayanagar,2,2,0
No,No,27,other,350.0,Delivery,Jayanagar,2,1,0
No,No,4,JP Nagar,400.0,Delivery,Jayanagar,1,1,0
No,No,54,BTM,300.0,Delivery,Jayanagar,2,2,0
No,No,53,other,450.0,Delivery,Jayanagar,2,1,0
No,No,5,JP Nagar,200.0,Delivery,Jayanagar,1,1,0
Yes,No,115,BTM,550.0,Delivery,Jayanagar,2,1,0
Yes,No,55,BTM,500.0,Delivery,Jayanagar,2,1,0
Yes,No,6,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,21,BTM,600.0,Delivery,Jayanagar,3,1,0
Yes,No,254,BTM,550.0,Delivery,Jayanagar,1,1,1
No,No,67,Bannerghatta Road,600.0,Delivery,Jayanagar,2,1,0
Yes,No,132,BTM,600.0,Delivery,Jayanagar,3,2,0
Yes,No,11,BTM,500.0,Delivery,Jayanagar,3,1,0
Yes,No,25,Basavanagudi,350.0,Delivery,Jayanagar,3,1,1
Yes,No,76,Koramangala 5th Block,450.0,Delivery,Jayanagar,1,1,1
Yes,No,17,Basavanagudi,300.0,Delivery,Jayanagar,2,1,0
Yes,No,7,JP Nagar,200.0,Delivery,Jayanagar,1,2,0
Yes,No,16,Koramangala 7th Block,300.0,Delivery,Jayanagar,1,1,0
Yes,Yes,347,JP Nagar,1000.0,Delivery,Jayanagar,5,1,1
Yes,No,20,Koramangala 7th Block,500.0,Delivery,Jayanagar,3,2,0
Yes,No,46,BTM,600.0,Delivery,Jayanagar,2,1,0
Yes,No,22,JP Nagar,250.0,Delivery,Jayanagar,1,1,0
Yes,Yes,1080,Jayanagar,1000.0,Delivery,Jayanagar,2,1,1
Yes,No,109,BTM,800.0,Delivery,Jayanagar,3,1,0
Yes,Yes,1014,Koramangala 6th Block,1300.0,Delivery,Jayanagar,2,1,0
No,No,47,Koramangala 5th Block,600.0,Delivery,Jayanagar,2,1,1
Yes,No,42,BTM,250.0,Delivery,Jayanagar,3,1,0
Yes,No,47,BTM,200.0,Delivery,Jayanagar,2,1,0
Yes,No,67,BTM,300.0,Delivery,Jayanagar,3,1,0
Yes,No,68,Jayanagar,550.0,Delivery,Jayanagar,3,1,0
Yes,Yes,1805,Koramangala 5th Block,900.0,Delivery,Jayanagar,5,2,1
Yes,No,15,Basavanagudi,100.0,Delivery,Jayanagar,1,1,0
Yes,No,276,Basavanagudi,100.0,Delivery,Jayanagar,1,1,1
Yes,No,49,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,323,Koramangala 7th Block,700.0,Delivery,Jayanagar,4,1,1
Yes,No,24,BTM,700.0,Delivery,Jayanagar,2,1,1
Yes,No,47,JP Nagar,400.0,Delivery,Jayanagar,3,1,0
Yes,No,7,Koramangala 4th Block,150.0,Delivery,Jayanagar,1,1,0
Yes,No,184,Jayanagar,200.0,Delivery,Jayanagar,2,1,1
Yes,No,10,other,700.0,Delivery,Jayanagar,3,1,0
Yes,No,18,JP Nagar,500.0,Delivery,Jayanagar,1,1,0
Yes,No,283,BTM,350.0,Delivery,Jayanagar,3,1,0
Yes,No,334,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,40,Basavanagudi,600.0,Delivery,Jayanagar,4,1,1
Yes,No,13,JP Nagar,100.0,Delivery,Jayanagar,2,1,0
Yes,No,29,BTM,750.0,Delivery,Jayanagar,1,1,0
Yes,No,43,JP Nagar,600.0,Delivery,Jayanagar,3,1,0
Yes,No,17,Jayanagar,200.0,Delivery,Jayanagar,2,1,0
Yes,No,33,BTM,500.0,Delivery,Jayanagar,4,1,0
Yes,No,30,BTM,500.0,Delivery,Jayanagar,2,1,0
Yes,Yes,36,Jayanagar,650.0,Delivery,Jayanagar,4,1,0
Yes,No,24,Koramangala 7th Block,550.0,Delivery,Jayanagar,1,1,0
Yes,No,22,Jayanagar,400.0,Delivery,Jayanagar,1,1,0
Yes,Yes,1697,Koramangala 5th Block,1200.0,Delivery,Jayanagar,2,1,1
Yes,No,16,JP Nagar,500.0,Delivery,Jayanagar,3,2,0
Yes,No,8,Jayanagar,550.0,Delivery,Jayanagar,2,2,0
Yes,No,26,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,431,Koramangala 5th Block,800.0,Delivery,Jayanagar,1,2,1
Yes,No,34,Koramangala 7th Block,650.0,Delivery,Jayanagar,6,1,0
No,No,25,Jayanagar,300.0,Delivery,Jayanagar,3,1,0
Yes,No,4,other,450.0,Delivery,Jayanagar,2,1,0
Yes,No,8,other,300.0,Delivery,Jayanagar,6,1,0
Yes,No,7,HSR,100.0,Delivery,Jayanagar,1,1,0
No,No,34,Koramangala 5th Block,150.0,Delivery,Jayanagar,3,1,1
No,Yes,1197,JP Nagar,1200.0,Delivery,Jayanagar,2,2,1
No,No,30,Banashankari,1000.0,Delivery,Jayanagar,2,1,0
No,No,98,Banashankari,800.0,Delivery,Jayanagar,2,1,0
Yes,No,19,Banashankari,200.0,Delivery,Jayanagar,2,1,0
Yes,No,11,JP Nagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,11,Jayanagar,200.0,Delivery,Jayanagar,2,1,0
Yes,No,75,Jayanagar,300.0,Delivery,Jayanagar,3,1,1
Yes,No,9,Jayanagar,400.0,Delivery,Jayanagar,2,1,0
Yes,No,1899,Koramangala 5th Block,400.0,Delivery,Jayanagar,1,1,1
Yes,No,128,Koramangala 5th Block,200.0,Delivery,Jayanagar,2,1,1
Yes,No,16,Koramangala 5th Block,200.0,Delivery,Jayanagar,3,1,0
Yes,No,957,JP Nagar,600.0,Delivery,Jayanagar,4,1,1
No,Yes,1453,JP Nagar,800.0,Delivery,Jayanagar,4,1,1
No,No,256,Banashankari,800.0,Delivery,Jayanagar,3,1,1
No,No,1048,Banashankari,450.0,Delivery,Jayanagar,5,1,1
No,No,251,JP Nagar,200.0,Delivery,Jayanagar,2,1,1
No,No,12,other,200.0,Delivery,Jayanagar,2,1,0
No,No,48,Basavanagudi,200.0,Delivery,Jayanagar,2,1,1
Yes,No,16,JP Nagar,400.0,Delivery,Jayanagar,1,1,0
No,No,97,JP Nagar,650.0,Delivery,Jayanagar,2,1,0
Yes,No,4,Bannerghatta Road,400.0,Delivery,Jayanagar,3,1,0
No,No,17,BTM,200.0,Delivery,Jayanagar,2,1,0
No,No,29,other,400.0,Delivery,Jayanagar,3,1,0
No,No,16,other,200.0,Delivery,Jayanagar,2,1,0
No,No,104,BTM,700.0,Delivery,Jayanagar,3,1,0
No,No,69,Bannerghatta Road,700.0,Delivery,Jayanagar,2,2,1
No,No,6,JP Nagar,200.0,Delivery,Jayanagar,1,1,0
No,No,39,Banashankari,350.0,Delivery,Jayanagar,3,1,1
No,No,87,BTM,250.0,Delivery,Jayanagar,1,1,1
No,No,56,JP Nagar,350.0,Delivery,Jayanagar,2,1,1
No,No,15,other,300.0,Delivery,Jayanagar,3,1,0
No,No,9,JP Nagar,400.0,Delivery,Jayanagar,2,1,0
No,No,63,JP Nagar,600.0,Delivery,Jayanagar,3,2,0
No,No,8,JP Nagar,300.0,Delivery,Jayanagar,1,1,0
No,No,134,JP Nagar,650.0,Delivery,Jayanagar,2,1,0
No,No,44,JP Nagar,200.0,Delivery,Jayanagar,2,1,0
No,No,65,Banashankari,300.0,Delivery,Jayanagar,2,1,0
No,No,27,JP Nagar,400.0,Delivery,Jayanagar,1,2,0
No,No,4,Bannerghatta Road,150.0,Delivery,Jayanagar,2,1,0
No,No,127,BTM,300.0,Delivery,Jayanagar,3,1,0
No,No,30,JP Nagar,450.0,Delivery,Jayanagar,3,1,0
No,No,14,JP Nagar,300.0,Delivery,Jayanagar,2,1,0
No,No,149,Basavanagudi,150.0,Delivery,Jayanagar,2,1,1
Yes,No,5,BTM,300.0,Delivery,Jayanagar,5,1,0
No,No,176,JP Nagar,450.0,Delivery,Jayanagar,1,1,0
No,No,9,BTM,300.0,Delivery,Jayanagar,1,1,0
No,No,14,other,300.0,Delivery,Jayanagar,2,1,0
No,No,11,BTM,500.0,Delivery,Jayanagar,2,1,0
No,No,42,BTM,400.0,Delivery,Jayanagar,4,1,0
No,No,9,BTM,350.0,Delivery,Jayanagar,1,1,0
No,No,4,Bannerghatta Road,400.0,Delivery,Jayanagar,3,1,0
No,No,53,BTM,600.0,Delivery,Jayanagar,3,1,0
No,No,15,BTM,200.0,Delivery,Jayanagar,2,1,0
No,No,15,JP Nagar,400.0,Delivery,Jayanagar,2,1,0
No,No,22,BTM,500.0,Delivery,Jayanagar,2,1,0
No,No,38,BTM,250.0,Delivery,Jayanagar,3,1,0
No,No,25,JP Nagar,550.0,Delivery,Jayanagar,3,1,0
No,No,31,BTM,300.0,Delivery,Jayanagar,3,1,0
No,No,4,JP Nagar,600.0,Delivery,Jayanagar,3,1,0
No,No,34,BTM,650.0,Delivery,Jayanagar,2,1,0
No,No,14,BTM,300.0,Delivery,Jayanagar,2,1,0
No,No,6,Basavanagudi,100.0,Delivery,Jayanagar,2,2,0
No,No,5,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,4,JP Nagar,200.0,Delivery,Jayanagar,3,1,0
No,No,13,BTM,300.0,Delivery,Jayanagar,4,1,0
No,No,6,BTM,250.0,Delivery,Jayanagar,3,1,0
No,No,13,other,300.0,Delivery,Jayanagar,3,2,0
No,No,6,BTM,400.0,Delivery,Jayanagar,2,1,0
No,No,25,Banashankari,200.0,Delivery,Jayanagar,2,1,0
No,No,13,JP Nagar,500.0,Delivery,Jayanagar,2,1,0
No,No,6,JP Nagar,350.0,Delivery,Jayanagar,1,1,0
No,No,8,BTM,700.0,Delivery,Jayanagar,3,1,0
No,No,16,other,600.0,Delivery,Jayanagar,3,1,0
No,No,4,Bannerghatta Road,200.0,Delivery,Jayanagar,1,1,0
No,No,6,JP Nagar,300.0,Delivery,Jayanagar,4,1,0
No,No,10,BTM,600.0,Delivery,Jayanagar,1,2,0
No,No,30,BTM,300.0,Delivery,Jayanagar,2,1,1
No,No,36,Basavanagudi,900.0,Delivery,Jayanagar,2,1,0
No,No,17,BTM,400.0,Delivery,Jayanagar,2,1,0
No,No,63,BTM,500.0,Delivery,Jayanagar,1,1,1
No,No,6,BTM,250.0,Delivery,Jayanagar,2,1,0
No,No,21,BTM,200.0,Delivery,Jayanagar,1,1,0
Yes,Yes,2496,Bannerghatta Road,900.0,Delivery,Jayanagar,2,1,1
Yes,No,50,BTM,250.0,Delivery,Jayanagar,3,1,1
No,No,6,Jayanagar,400.0,Delivery,Jayanagar,1,1,0
Yes,No,41,other,400.0,Delivery,Jayanagar,3,1,0
No,No,16,Koramangala 5th Block,300.0,Delivery,Jayanagar,1,1,0
Yes,No,13,BTM,300.0,Delivery,Jayanagar,1,1,0
Yes,No,152,Koramangala 5th Block,350.0,Delivery,Jayanagar,3,2,1
Yes,No,28,BTM,250.0,Delivery,Jayanagar,2,1,0
Yes,No,110,Jayanagar,500.0,Delivery,Jayanagar,2,1,1
Yes,No,70,JP Nagar,600.0,Delivery,Jayanagar,2,1,0
Yes,No,38,Bannerghatta Road,550.0,Delivery,Jayanagar,4,1,0
Yes,No,17,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,43,JP Nagar,450.0,Delivery,Jayanagar,3,1,0
No,No,194,JP Nagar,400.0,Delivery,Jayanagar,3,1,1
No,No,59,Banashankari,750.0,Delivery,Jayanagar,2,1,1
Yes,No,44,Koramangala 5th Block,500.0,Delivery,Jayanagar,3,1,1
Yes,No,12,BTM,150.0,Delivery,Jayanagar,2,1,0
No,No,4,JP Nagar,300.0,Delivery,Jayanagar,2,1,0
Yes,No,172,Koramangala 5th Block,400.0,Delivery,Jayanagar,3,1,1
Yes,No,24,BTM,400.0,Delivery,Jayanagar,1,2,0
Yes,No,16,BTM,400.0,Delivery,Jayanagar,1,2,0
Yes,No,22,BTM,600.0,Delivery,Jayanagar,1,1,0
Yes,No,9,BTM,300.0,Delivery,Jayanagar,1,2,0
Yes,No,9,BTM,300.0,Delivery,Jayanagar,2,1,0
Yes,No,20,Koramangala 7th Block,600.0,Delivery,Jayanagar,3,1,0
Yes,No,39,BTM,400.0,Delivery,Jayanagar,2,1,0
Yes,No,8,BTM,150.0,Delivery,Jayanagar,1,1,0
No,No,7,Bannerghatta Road,300.0,Delivery,Jayanagar,3,1,0
Yes,No,4,Basavanagudi,100.0,Delivery,Jayanagar,1,1,0
Yes,No,34,BTM,500.0,Delivery,Jayanagar,1,1,0
Yes,No,17,BTM,300.0,Delivery,Jayanagar,1,2,0
Yes,No,20,Jayanagar,800.0,Delivery,Jayanagar,3,1,1
Yes,No,7,BTM,400.0,Delivery,Jayanagar,5,1,0
No,Yes,657,Jayanagar,800.0,Desserts,Jayanagar,5,2,1
No,No,208,Jayanagar,400.0,Desserts,Jayanagar,2,1,1
Yes,No,74,Jayanagar,800.0,Desserts,Jayanagar,4,1,1
No,No,142,Jayanagar,200.0,Desserts,Jayanagar,2,2,1
Yes,No,1782,Jayanagar,200.0,Desserts,Jayanagar,4,1,1
No,No,369,Jayanagar,200.0,Desserts,Jayanagar,2,1,1
Yes,No,827,Jayanagar,400.0,Desserts,Jayanagar,2,1,1
Yes,No,661,Jayanagar,500.0,Desserts,Jayanagar,2,1,1
No,No,227,Jayanagar,800.0,Desserts,Jayanagar,4,1,1
No,No,245,Jayanagar,400.0,Desserts,Jayanagar,1,1,1
No,No,822,Jayanagar,250.0,Desserts,Jayanagar,2,1,1
Yes,No,360,Jayanagar,400.0,Desserts,Jayanagar,2,1,1
No,No,128,Jayanagar,400.0,Desserts,Jayanagar,2,1,1
Yes,No,150,Jayanagar,400.0,Desserts,Jayanagar,4,1,1
No,No,56,Jayanagar,200.0,Desserts,Jayanagar,2,1,1
Yes,Yes,363,Jayanagar,600.0,Desserts,Jayanagar,4,1,1
Yes,No,95,Jayanagar,400.0,Desserts,Jayanagar,2,2,1
Yes,No,151,Jayanagar,350.0,Desserts,Jayanagar,2,1,1
Yes,No,439,Jayanagar,500.0,Desserts,Jayanagar,3,1,1
No,No,109,Jayanagar,700.0,Desserts,Jayanagar,2,1,1
Yes,No,32,Jayanagar,250.0,Desserts,Jayanagar,2,1,1
Yes,No,56,Jayanagar,400.0,Desserts,Jayanagar,3,1,0
Yes,No,47,Jayanagar,400.0,Desserts,Jayanagar,3,2,0
Yes,No,253,Jayanagar,300.0,Desserts,Jayanagar,2,1,1
Yes,No,23,Jayanagar,250.0,Desserts,Jayanagar,1,1,0
Yes,No,28,Jayanagar,200.0,Desserts,Jayanagar,4,2,0
Yes,No,37,Jayanagar,400.0,Desserts,Jayanagar,2,2,1
Yes,No,211,Jayanagar,400.0,Desserts,Jayanagar,3,2,1
Yes,No,193,Jayanagar,300.0,Desserts,Jayanagar,2,1,1
No,No,20,Jayanagar,400.0,Desserts,Jayanagar,2,1,1
Yes,No,8,Jayanagar,550.0,Desserts,Jayanagar,2,2,0
Yes,No,210,Jayanagar,150.0,Desserts,Jayanagar,2,2,1
No,No,15,Jayanagar,100.0,Desserts,Jayanagar,2,1,0
